DLL Identifier (Author),Authorized Name,Language,Variant
A3327,"Bruto, Giovanni Michele, approximately 1515-1594",Latin,"Bruto, Juan Miguel, 1515-1594"
A3327,"Bruto, Giovanni Michele, approximately 1515-1594",Latin,"Brutus, Jan Michal, 1516-1594"
A3327,"Bruto, Giovanni Michele, approximately 1515-1594",Latin,"Brutus, Janos Mihaly"
A3327,"Bruto, Giovanni Michele, approximately 1515-1594",Latin,"Brutus, János Mihály 1517-1592"
A3327,"Bruto, Giovanni Michele, approximately 1515-1594",Latin,"Giovanni Michele Bruto scrittore, storiografo e religioso italiano"
A3328,"Koch, Julius, 1866-",Latin,"Koch, Julius"
A3328,"Koch, Julius, 1866-",Latin,"Koch, Julius, 1866-"
A3328,"Koch, Julius, 1866-",Latin,"Koca, Jullus"
A3328,"Koch, Julius, 1866-",Latin,"Kocx, Julius"
A3328,"Koch, Julius, 1866-",Latin,"Koch, Julius"
A3328,"Koch, Julius, 1866-",Latin,"Koch, Juxius"
A3328,"Koch, Julius, 1866-",Latin,"Koch, Julius, 1866-"
A3328,"Koch, Julius, 1866-",Latin,"Koch, Julzus"
A3329,"Proclus, approximately 410-485",Latin,"Procle, 412-485"
A3329,"Proclus, approximately 410-485",Latin,Proclo
A3329,"Proclus, approximately 410-485",Latin,Proclo 410-c. 485
A3329,"Proclus, approximately 410-485",Latin,"Proclo, ca.410-485"
A3329,"Proclus, approximately 410-485",Latin,Proclus
A3329,"Proclus, approximately 410-485",Latin,Proclus (około 410-485).
A3329,"Proclus, approximately 410-485",Latin,"Proclus Atheniensis, 410-c. 485"
A3329,"Proclus, approximately 410-485",Latin,Proclus Diadochus 412-485
A3329,"Proclus, approximately 410-485",Latin,Proclus Diadochus ок.410-485
A3329,"Proclus, approximately 410-485",Latin,"Proclus, 0412-0485"
A3329,"Proclus, approximately 410-485",Latin,"Proclus, 412-485"
A3329,"Proclus, approximately 410-485",Latin,"Proclus, approximately 410-485"
A3329,"Proclus, approximately 410-485",Latin,"Proclus, ca."
A3329,"Proclus, approximately 410-485",Latin,"Proclus, Diadochus"
A3329,"Proclus, approximately 410-485",Latin,"Proclus, Diadochus, 410?-485"
A3329,"Proclus, approximately 410-485",Latin,"Proclus, Diadochus, ca. 411-ca. 485"
A3329,"Proclus, approximately 410-485",Latin,"Proclus, environ 410-485"
A3329,"Proclus, approximately 410-485",Latin,"Proklos, 412-485."
A3329,"Proclus, approximately 410-485",Latin,"Proklos, asi 410-485"
A3329,"Proclus, approximately 410-485",Latin,"Prokls, ap 410-485"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Enrico"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Enrico 1878-19.."
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Enrico, N. 1878"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Enrico, sac., 1878-1945"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Henricus"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Enrico Carusi sacerdote, bibliotecario e storico italiano (1878-1945)"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Enrico 1878-19.."
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Henricus"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Enrico"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Enrico, N. 1878"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Enrico Carusi sacerdote, bibliotecario e storico italiano (1878-1945)"
A3330,"Carusi, Enrico, 1878-1945",Latin,"Carusi, Enrico, sac., 1878-1945"
A3331,"Vattasso, Marco, 1869-1925",Latin,Marco Vattasso sacerdote e bibliotecario italiano (1869-1925)
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco"
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco (Marcus), 1869-1925"
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco 1869-1925 sac"
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco, 1869-1925"
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco, sac., 1869-1925"
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco (Marcus), 1869-1925"
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco 1869-1925 sac"
A3331,"Vattasso, Marco, 1869-1925",Latin,Marco Vattasso sacerdote e bibliotecario italiano (1869-1925)
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco"
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco, 1869-1925"
A3331,"Vattasso, Marco, 1869-1925",Latin,"Vattasso, Marco, sac., 1869-1925"
A3332,"Franco, Alvaro",Latin,"Franco, Alvaro"
A3332,"Franco, Alvaro",Latin,"Franco, Álvaro"
A3332,"Franco, Alvaro",Latin,"Franco, Alvaro, 1594-1599"
A3332,"Franco, Alvaro",Latin,"Franco, Alvaro, 1899-"
A3332,"Franco, Alvaro",Latin,"Franco, Álvaro"
A3332,"Franco, Alvaro",Latin,"Franco, Alvaro, 1594-1599"
A3332,"Franco, Alvaro",Latin,"Franco, Alvaro, 1899-"
A3332,"Franco, Alvaro",Latin,"Franco, Alvaro"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Egidio Forcellini presbitero, latinista e filologo italiano (1688-1768)"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Forcellini, Egidio"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Forcellini, Egidio, 1688-1768"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Forcellini, Egidio, sac., 1688-1768"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Forcellini, Egidius, 1688-1768"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Forcellini, Egidio"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Forcellini, Egidio, sac., 1688-1768"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Forcellini, Egidius, 1688-1768"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Egidio Forcellini presbitero, latinista e filologo italiano (1688-1768)"
A3333,"Forcellini, Egidio, 1688-1768",Latin,"Forcellini, Egidio, 1688-1768"
A3334,"Wenzel, Gusztáv, 1812-1891",Latin,Gustav Wenzel ungarischer Jurist und Rechtshistoriker
A3334,"Wenzel, Gusztáv, 1812-1891",Latin,Wenzel 1812-1891 Gusztáv
A3334,"Wenzel, Gusztáv, 1812-1891",Latin,"Wenzel, Guszt©Łv, 1812-1891"
A3334,"Wenzel, Gusztáv, 1812-1891",Latin,"Wenzel, Gusztáv"
A3334,"Wenzel, Gusztáv, 1812-1891",Latin,"Wenzel, Gusztáv"
A3334,"Wenzel, Gusztáv, 1812-1891",Latin,Gustav Wenzel ungarischer Jurist und Rechtshistoriker
A3334,"Wenzel, Gusztáv, 1812-1891",Latin,"Wenzel, Guszt©Łv, 1812-1891"
A3334,"Wenzel, Gusztáv, 1812-1891",Latin,Wenzel 1812-1891 Gusztáv
A3335,"Maier, Anneliese, 1905-1971",Latin,Anneliese Maier deutsche Philosophin und Wissenschaftshistorikerin
A3335,"Maier, Anneliese, 1905-1971",Latin,"Maier, Anneliese"
A3335,"Maier, Anneliese, 1905-1971",Latin,"Maier, Anneliese, 1905-"
A3335,"Maier, Anneliese, 1905-1971",Latin,Anneliese Maier deutsche Philosophin und Wissenschahtshistorikerin
A3335,"Maier, Anneliese, 1905-1971",Latin,Anneliese Maier deudsche Philosophin und Wissenschaftshistorikerin
A3335,"Maier, Anneliese, 1905-1971",Latin,Anneliese Maier deutsche Philosophin und Wissenschaftshistorikerin
A3335,"Maier, Anneliese, 1905-1971",Latin,"Maier, Anneliese"
A3335,"Maier, Anneliese, 1905-1971",Latin,"Maier, Anneliese, 1905-"
A3336,"Labottiere, Claude, 1653?-1713",Latin,"Labottière, Claude 1653?-1713"
A3336,"Labottiere, Claude, 1653?-1713",Latin,"Labottière, Claude 1653?-1713 imprimeur-libraire"
A3336,"Labottiere, Claude, 1653?-1713",Latin,"Labottiere, Claude, 1653?-1713"
A3336,"Labottiere, Claude, 1653?-1713",Latin,"Labottière, Claude, ca. 1653-1713"
A3336,"Labottiere, Claude, 1653?-1713",Latin,"Labottiere, Claude, 1653?-1713"
A3336,"Labottiere, Claude, 1653?-1713",Latin,"Labottière, Claude 1653?-1713"
A3336,"Labottiere, Claude, 1653?-1713",Latin,"Labottière, Claude, ca. 1653-1713"
A3336,"Labottiere, Claude, 1653?-1713",Latin,"Labottière, Claude 1653?-1713 imprimeur-libraire"
A3337,"Lacinio, Giano",Latin,"Lacinio, Giano, 15..-15.."
A3337,"Lacinio, Giano",Latin,"Lacinius, Ianus"
A3337,"Lacinio, Giano",Latin,"Lacinius, Ianus, O.F.M., sec. XVI"
A3337,"Lacinio, Giano",Latin,"Lacinius, Janus Therapus"
A3337,"Lacinio, Giano",Latin,"Lacinio, Giano, 15..-15.."
A3337,"Lacinio, Giano",Latin,"Lacinius, Janus Therapus"
A3337,"Lacinio, Giano",Latin,"Lacinius, Ianus"
A3337,"Lacinio, Giano",Latin,"Lacinius, Ianus, O.F.M., sec. XVI"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"Henri de La Ville de Mirmont professeur de rhétorique, de langue et de littérature latines, et traducteur français"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"La Ville de Mirmont, H. de (Henri de), 1858-1924"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"La Ville de Mirmont, H. de (Henri)"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"La Ville de Mirmont, H. de (Pierre-Maurice-Henri), 1858-"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"La Ville de Mirmont, H. de 1858-1924 Henri de"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"La Ville de Mirmont, Henri (1858-1924)"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"La Ville de Mirmont, Henri de"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"La Ville de Mirmont, Henri de 1858-1924"
A3338,"La Ville de Mirmont, H. de (Henri), 1858-1924",Latin,"La Ville de Mirmont, Henri de, 1858-1923"
A3339,"Mantuani, Josef, 1860-1933",Latin,Josip Mantuani ♂
A3339,"Mantuani, Josef, 1860-1933",Latin," roj.: 28. marec 1860, Ljubljana, Slovenija"
A3339,"Mantuani, Josef, 1860-1933",Latin," um.: 18. marec 1933, Ljubljana, Slovenija"
A3339,"Mantuani, Josef, 1860-1933",Latin, umetnostni zgodovinar
A3339,"Mantuani, Josef, 1860-1933",Latin, glasbeni zgodovinar
A3339,"Mantuani, Josef, 1860-1933",Latin, arheolog
A3339,"Mantuani, Josef, 1860-1933",Latin,"Mantuani, Josef"
A3339,"Mantuani, Josef, 1860-1933",Latin,"Mantuani, Josip"
A3339,"Mantuani, Josef, 1860-1933",Latin,"Mantuani, Josip, 1860-1933"
A3339,"Mantuani, Josef, 1860-1933",Latin,"Mantuani, Josip"
A3339,"Mantuani, Josef, 1860-1933",Latin,"Mantuani, Josef"
A3339,"Mantuani, Josef, 1860-1933",Latin,"Mantuani, Josip, 1860-1933"
A3339,"Mantuani, Josef, 1860-1933",Latin,Josip Mantuani ♂
A3339,"Mantuani, Josef, 1860-1933",Latin," roj.: 28. marec 1860, Ljubljana, Slovenija"
A3339,"Mantuani, Josef, 1860-1933",Latin," um.: 18. marec 1933, Ljubljana, Slovenija"
A3339,"Mantuani, Josef, 1860-1933",Latin, umetnostni zgodovinar
A3339,"Mantuani, Josef, 1860-1933",Latin, glasbeni zgodovinar
A3339,"Mantuani, Josef, 1860-1933",Latin, arheolog
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,Bernardo Maria De Rubeis teologo e storico italiano
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"De Rossi, Bernardo Maria, O.P., 1687-1775"
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"De Rossi, Giovanni Francesco Bernardo Maria, O.P., 1687-1775"
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"De Rubeis, Bernardo Maria"
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"De Rubeis, Bernardo Maria 1687-1775 O.P."
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"De Rubeis, Bernardo Maria, 1687-1775"
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"De Rubeis, Bernardo Maria, O.P., 1687-1775"
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"Rossi, Bernard-Marie de, 1687-1775"
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"Rubeis, Bernardo Maria de 1687-1775"
A3340,"Rubeis, Bernardo Maria de, 1687-1775",Latin,"Rubeis, Bernardo Maria de, 1687-1775"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,Erpold Lindenbrog
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,"Lindenbrog, Erpold"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,"Lindenbrog, Erpold (1540-1619)"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,"Lindenbrog, Erpold, 1540-1616, historien"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,"Lindenbrog, Erpoldus, 1540-1616"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,"Lindenbrog, Erpold (1540-1619)"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,"Lindenbrog, Erpoldus, 1540-1616"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,"Lindenbrog, Erpold"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,"Lindenbrog, Erpold, 1540-1616, historien"
A3341,"Lindenbrog, Erpold, 1540-1616",Latin,Erpold Lindenbrog
A3342,"Viñals Torrero, Francisco, 1863-1934",Latin,Francisco Viñals y Torrero
A3342,"Viñals Torrero, Francisco, 1863-1934",Latin,"Viñals y Torrero, Francisco"
A3342,"Viñals Torrero, Francisco, 1863-1934",Latin,"Viñals y Torrero, Francisco 1863-1934"
A3342,"Viñals Torrero, Francisco, 1863-1934",Latin,"Viñals y Torrero, Francisco"
A3342,"Viñals Torrero, Francisco, 1863-1934",Latin,"Viñals y Torrero, Frrncisco"
A3342,"Viñals Torrero, Francisco, 1863-1934",Latin,"Viñals y Torrero, Francisco 1863-1934"
A3342,"Viñals Torrero, Francisco, 1863-1934",Latin,Francisco Viñals y Torrero
A3342,"Viñals Torrero, Francisco, 1863-1934",Latin,"biñaly y Torrero, Francisco"
A3343,"Gercke, Alfred, 1860-1922",Latin,Alfred Gercke
A3343,"Gercke, Alfred, 1860-1922",Latin,"Gercke, Alfred"
A3343,"Gercke, Alfred, 1860-1922",Latin,"Gercke, Alfred (Alfred Carl Friedrich August), 1860-1922"
A3343,"Gercke, Alfred, 1860-1922",Latin,Alfred Gerckc
A3343,"Gercke, Alfred, 1860-1922",Latin,"Gercke, Alfred"
A3343,"Gercke, Alfred, 1860-1922",Latin,Alfwed Gercke
A3343,"Gercke, Alfred, 1860-1922",Latin,"Gercke, Alfred (Alfred Carl Friedrich August), 1860-1922"
A3343,"Gercke, Alfred, 1860-1922",Latin,Alfred Gercke
A3344,"Zipper, Gottfried",Latin,Gottfried Zipper
A3344,"Zipper, Gottfried",Latin,"Zipper, Gottfried, 17..-17.., imprimeur"
A3344,"Zipper, Gottfried",Latin,Gottfried Zipper
A3344,"Zipper, Gottfried",Latin,"Zipper, Gottfried, 17..-17.., imprimeur"
A3344,"Zipper, Gottfried",Latin,Gnttfhied Zipper
A3344,"Zipper, Gottfried",Latin,Guttfried zipper
A3344,"Zipper, Gottfried",Latin,Gottfried Zfppnr
A3344,"Zipper, Gottfried",Latin,Gotofrimd Zipper
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,Franciscus Haraeus Nederlands cartograaf (1555-1631)
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Haer, Franciscus van der (ok. 1555-ok. 1631)"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Haraeus, Franciscus"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Haraeus, Franciscus 1555-1632"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Haraeus, Franciscus ca 1550-1632"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Haraeus, Franciscus, m. 1632"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Van Der Haer, Franciscus 15..-1632"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Van Der Haer, Franciscus, ....-1632"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Van Der Haer, Franciscus, m. 1632"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Verhaer, Franciscus apie 1555-1631 ar 1632"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Verhaer, Franciscus, asi 1555-1632"
A3345,"Haraeus, Franciscus, 1555?-1631 or 1632",Latin,"Verhaer, Franciscus, ca. 1555-1632"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,Adalbert-Gautier Hamman
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, A. G. (1910- )"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, A.-G."
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, A.-G. (Adalbert-G.)"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, A.-G. (Adalbert-G.), 1910-"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, A.-G. (Adalbert-Gauthier), 1910-"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, A., 1910- , O.F.M."
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, A.G. (Adalbert Gauthier), 1910-2000"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, A.G. 1910-2000"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, Adalbert G."
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, Adalbert Gauthier, O.F.M., 1910-2000"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, Adalbert-G, 1910-2000"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, Adalbert-Gautier"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, Adalbert-Gautier, 1910-2000"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, Adalbert, 1910-2000"
A3346,"Hamman, A.-G. (Adalbert-G.), 1910-2000",Latin,"Hamman, Adalbert, O.F.M., 1910-2000"
A3347,"Klose, Samuel Benjamin, 1730-1798",Latin,"Klose, Samuel Beniamin, 1730-1798"
A3347,"Klose, Samuel Benjamin, 1730-1798",Latin,"Klose, Samuel Benjamin"
A3347,"Klose, Samuel Benjamin, 1730-1798",Latin,Samuel Benjamin Klose historien allemand
A3347,"Klose, Samuel Benjamin, 1730-1798",Latin,"Klose, Samuel Beniamin, 1730-1798"
A3347,"Klose, Samuel Benjamin, 1730-1798",Latin,"Kloie, Samuel Beniamin, 1730-1798"
A3347,"Klose, Samuel Benjamin, 1730-1798",Latin,Samuel Benjamin Klose historien allemand
A3347,"Klose, Samuel Benjamin, 1730-1798",Latin,"Klose, Samuel Bbniamin, 1730-1798"
A3347,"Klose, Samuel Benjamin, 1730-1798",Latin,"Klose, Samuel Benjamin"
A3348,"Wessely, Carl, 1860-1931",Latin,Karl Wessely österreichischer Papyrologe
A3348,"Wessely, Carl, 1860-1931",Latin,"Wessely, C. филолог 1860-1931 Carl"
A3348,"Wessely, Carl, 1860-1931",Latin,"Wessely, Carl"
A3348,"Wessely, Carl, 1860-1931",Latin,"Wessely, Karl"
A3348,"Wessely, Carl, 1860-1931",Latin,"Wessely, Karl, 1860-1931"
A3348,"Wessely, Carl, 1860-1931",Latin,"Wessely, Karl"
A3348,"Wessely, Carl, 1860-1931",Latin,Karl Wessely österreichischer Papyrologe
A3348,"Wessely, Carl, 1860-1931",Latin,"Wessely, Karl, 1860-1931"
A3348,"Wessely, Carl, 1860-1931",Latin,"Wessely, Carl"
A3348,"Wessely, Carl, 1860-1931",Latin,"Wessely, C. филолог 1860-1931 Carl"
A3349,"Bartoszewicz, Julian",Latin,"Bartoszewicz, Julian, 1821-1870"
A3349,"Bartoszewicz, Julian",Latin,"Bartoszewicz, Julijan, 1821-1870"
A3349,"Bartoszewicz, Julian",Latin,"Bartoszewicz, Juljan 1821-1870"
A3349,"Bartoszewicz, Julian",Latin,Julian Bartoszewicz polski historyk
A3349,"Bartoszewicz, Julian",Latin,"Bartoszewicz, Julian, 1821-1870"
A3349,"Bartoszewicz, Julian",Latin,Julian Bartoszewicz polski historyk
A3349,"Bartoszewicz, Julian",Latin,"Bartoszewicz, Juljan 1821-1870"
A3349,"Bartoszewicz, Julian",Latin,"Bartoszewicz, Julijan, 1821-1870"
A3350,"Hermes, Emil, 1847-1911",Latin,Emil Hermes
A3350,"Hermes, Emil, 1847-1911",Latin,"Hermes, Emil."
A3350,"Hermes, Emil, 1847-1911",Latin,Edil Hermes
A3350,"Hermes, Emil, 1847-1911",Latin,Emil Hermqq
A3350,"Hermes, Emil, 1847-1911",Latin,"Hermes, Emil."
A3350,"Hermes, Emil, 1847-1911",Latin,Emil Heryes
A3350,"Hermes, Emil, 1847-1911",Latin,Emil Herggs
A3350,"Hermes, Emil, 1847-1911",Latin,Emil Hermes
A3351,"Bossozel, Guillaume",Latin,"Bossozel, Guillaume"
A3351,"Bossozel, Guillaume",Latin,"Bossozel, Guillaume de"
A3351,"Bossozel, Guillaume",Latin,"xossozel, huillaume de"
A3351,"Bossozel, Guillaume",Latin,"qossozel, Guillaume de"
A3351,"Bossozel, Guillaume",Latin,"Bossozel, Guillaume de"
A3351,"Bossozel, Guillaume",Latin,"Bossozel, Guillaume"
A3351,"Bossozel, Guillaume",Latin,"Bossozel, Guilmaume de"
A3351,"Bossozel, Guillaume",Latin,"Botsozel, Guillagme de"
A3352,"Bähr, Johann Christian Felix, 1798-1872",Latin,"Baehr, Johann Christian Felix, 1798-1872"
A3352,"Bähr, Johann Christian Felix, 1798-1872",Latin,"Bähr, J. Chr. F."
A3352,"Bähr, Johann Christian Felix, 1798-1872",Latin,"Bähr, J.Ch.F. (Johann Christian Felix), 1798-1872"
A3352,"Bähr, Johann Christian Felix, 1798-1872",Latin,"Bähr, Johann Christian Felix"
A3352,"Bähr, Johann Christian Felix, 1798-1872",Latin,"Bähr, Johann Christian Felix, 1798-1872"
A3352,"Bähr, Johann Christian Felix, 1798-1872",Latin,"Bähr, Johann Christian Felix, 1798-1872."
A3352,"Bähr, Johann Christian Felix, 1798-1872",Latin,"Bähr, Johann Christian, 1798-1872"
A3352,"Bähr, Johann Christian Felix, 1798-1872",Latin,Johann Christian Felix Bähr deutscher Klassischer Philologe und Bibliothekar
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, H. W. (Heathcote William), 1878-1960"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, H. W., 1878-1960"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, H.W."
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, H.W. (Heathcote William), 1878-1960"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, Heathcote William"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, Heathcote William, 1878-1960"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,Heathcote William Garrod (1878-1960) British academic
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, H. W. (Heathcote William), 1878-1960"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, Heathcote William"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, Heathcote William, 1878-1960"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, H. W., 1878-1960"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, H.W. (Heathcote William), 1878-1960"
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,Heathcote William Garrod (1878-1960) British academic
A3353,"Garrod, H. W. (Heathcote William), 1878-1960",Latin,"Garrod, H.W."
A3354,"Stenzel, Gustav Adolf Harald, 1792-1854",Latin,Gustav Adolf Harald Stenzel
A3354,"Stenzel, Gustav Adolf Harald, 1792-1854",Latin,"Stenzel, Gustav Adolf Harald"
A3354,"Stenzel, Gustav Adolf Harald, 1792-1854",Latin,"Stenzel, Gustav Adolf, 1792-1854"
A3354,"Stenzel, Gustav Adolf Harald, 1792-1854",Latin,"Stznzel, Gustav Adolf Harald"
A3354,"Stenzel, Gustav Adolf Harald, 1792-1854",Latin,"Stenzel, Gustav Adolf Harald"
A3354,"Stenzel, Gustav Adolf Harald, 1792-1854",Latin,Gustav Adolf Harald Stenzel
A3354,"Stenzel, Gustav Adolf Harald, 1792-1854",Latin,"Soenzel, Gqstav Adolf Harald"
A3354,"Stenzel, Gustav Adolf Harald, 1792-1854",Latin,"Stenzel, Gustav Adolf, 1792-1854"
A3355,"Karabacek, Josef, 1845-1918",Latin,Joseph von Karabacek
A3355,"Karabacek, Josef, 1845-1918",Latin,"Karabacek, Josef von"
A3355,"Karabacek, Josef, 1845-1918",Latin,"Karabacek, Josef von, 1845-1918"
A3355,"Karabacek, Josef, 1845-1918",Latin,"Karabacek, Josef von, rytíř, 1845-1918"
A3355,"Karabacek, Josef, 1845-1918",Latin,"Karabacek, Josef, Ritter von, 1845-1918"
