"Variant","Authorized Name","DLL Identifier (Author)"
"regiomontanus, 1436-1476","bēssariōn, cardinal, 1403-1472","A3305"
"regiomontanus, iohannes","bēssariōn, cardinal, 1403-1472","A3305"
"regiomontanus, iohannes, 1436-1476","bēssariōn, cardinal, 1403-1472","A3305"
"regiomontanus, joannes","bēssariōn, cardinal, 1403-1472","A3305"
"regiomontanus, joannes, 1436-1476.","bēssariōn, cardinal, 1403-1472","A3305"
"regiomontanus, johann müller, dit regiomontanus","bēssariōn, cardinal, 1403-1472","A3305"
"regiomontanus, johannes müller, 1436-1476","bēssariōn, cardinal, 1403-1472","A3305"
"regiomontanus, johannes, 1436-1476.","bēssariōn, cardinal, 1403-1472","A3305"
"georges pisidès","george, the pisidian","A3306"
"georges pisidês 0580?-0634?","george, the pisidian","A3306"
"georgius pisida","george, the pisidian","A3306"
"georgius pisida 580-635","george, the pisidian","A3306"
"georgius pisides","george, the pisidian","A3306"
"morla, pedro augusto","morla, pedro augusto","A3307"
"morla, pedro augusto 1569-1625","morla, pedro augusto","A3307"
"pedro augusto morla","morla, pedro augusto","A3307"
"mohla, pedro augusts 1569-1625","morla, pedro augusto","A3307"
"korla, pmdro augusto 1569-1625","morla, pedro augusto","A3307"
"nicholas sanders british priest","sander, nicholas, 1530?-1581","A3308"
"sander, nicholas","sander, nicholas, 1530?-1581","A3308"
"sander, nicholas (nicholas), 1530-1581","sander, nicholas, 1530?-1581","A3308"
"sander, nicholas (około 1530-1581).","sander, nicholas, 1530?-1581","A3308"
"sander, nicholas apie 1530-1581","sander, nicholas, 1530?-1581","A3308"
"sander, nicholas, asi 1530-1581","sander, nicholas, 1530?-1581","A3308"
"sander, nicholas, ca. 1530-1581","sander, nicholas, 1530?-1581","A3308"
"sander, nicholas, environ 1530-1581","sander, nicholas, 1530?-1581","A3308"
"sanders, nicholas","sander, nicholas, 1530?-1581","A3308"
"sanders, nicholas, 1530?-1581","sander, nicholas, 1530?-1581","A3308"
"sanders, nicolas, 1530?-1581","sander, nicholas, 1530?-1581","A3308"
"aelian, 3rd cent.","aelian, active 3rd century","A3309"
"aelian, 3rd century","aelian, active 3rd century","A3309"
"aelian, active 3rd century","aelian, active 3rd century","A3309"
"aelian, claudius","aelian, active 3rd century","A3309"
"aelianus tacticus","aelian, active 3rd century","A3309"
"aelianus, c. ок. 170-ок. 240 claudius","aelian, active 3rd century","A3309"
"aelianus, cl. (claudius), ca. 175-ca. 235","aelian, active 3rd century","A3309"
"aelianus, claudius","aelian, active 3rd century","A3309"
"aelianus, claudius 170-240","aelian, active 3rd century","A3309"
"aelianus, claudius apie 170–apie 235","aelian, active 3rd century","A3309"
"aelianus, claudius, 3e siècle","aelian, active 3rd century","A3309"
"aelianus, claudius, c. 175-c. 235","aelian, active 3rd century","A3309"
"aelianus, claudius, ca 170-ca 235","aelian, active 3rd century","A3309"
"ailianos","aelian, active 3rd century","A3309"
"elià, claudi","aelian, active 3rd century","A3309"
"élien le sophiste, 0170?-0235?","aelian, active 3rd century","A3309"
"klaudiusz elian (ok. 170-ok. 235)","aelian, active 3rd century","A3309"
"auguste pelzer","pelzer, auguste, 1876-1958","A3310"
"pelzer, auguste","pelzer, auguste, 1876-1958","A3310"
"pelzer, auguste (auguste pascal marie joseph), 1876-1958","pelzer, auguste, 1876-1958","A3310"
"pelzer, auguste, sac., 1876-1958","pelzer, auguste, 1876-1958","A3310"
"pelzer, augusto","pelzer, auguste, 1876-1958","A3310"
"pelzer, augustus","pelzer, auguste, 1876-1958","A3310"
"henri vast historien, professeur agrégé et docteur ès lettres ancien élève de l'ecole normale supérieure (promotion 1867 l). examinateur d'admission à l'ecole de saint-cyr. professeur au lycée condorcet et aux cours de l'hôtel de ville (1897)","vast, henri, 1847-1921","A3311"
"vast, h.","vast, henri, 1847-1921","A3311"
"vast, henri","vast, henri, 1847-1921","A3311"
"vast, henri, 1847-1921.","vast, henri, 1847-1921","A3311"
"byrom, john","byrom, john, 1692-1763","A3312"
"john byrom","byrom, john, 1692-1763","A3312"
"john byrom english poet and inventor of a shorthand system","byrom, john, 1692-1763","A3312"
"john byrom english poea and invzntor of a shorthand system","byrom, john, 1692-1763","A3312"
"john byrom efglish ptet and inventor of a shorthand system","byrom, john, 1692-1763","A3312"
"laurent, m.-h. (marie-hyacinthe)","laurent, m.-h. (marie-hyacinthe), 1906-1968","A3313"
"laurent, m.-h. 1906-1968","laurent, m.-h. (marie-hyacinthe), 1906-1968","A3313"
"laurent, marie-hyacinthe","laurent, m.-h. (marie-hyacinthe), 1906-1968","A3313"
"laurent, marie-hyacinthe, 1906-1968","laurent, m.-h. (marie-hyacinthe), 1906-1968","A3313"
"laurent, marie-hyacinthe, o.p., 1906-1968","laurent, m.-h. (marie-hyacinthe), 1906-1968","A3313"
"marie-hyacinthe laurent","laurent, m.-h. (marie-hyacinthe), 1906-1968","A3313"
"gronov, jacob, 1645-1716","gronovius, jacobus, 1645-1716","A3314"
"gronovius, jacob (jacobus), 1645-1716","gronovius, jacobus, 1645-1716","A3314"
"gronovius, jacob, 1645-1716.","gronovius, jacobus, 1645-1716","A3314"
"gronovius, jacobus","gronovius, jacobus, 1645-1716","A3314"
"gronovius, jacobus, 1645-1716.","gronovius, jacobus, 1645-1716","A3314"
"havercampius, gerardus","gronovius, jacobus, 1645-1716","A3314"
"iacobus gronovius","gronovius, jacobus, 1645-1716","A3314"
"aratos från soloi, ca 315-ca 240 f.kr.","aratus, solensis","A3315"
"aratos z soloj (ok. 315-ok. 240 p.n.e.)","aratus, solensis","A3315"
"aratos.","aratus, solensis","A3315"
"aratus","aratus, solensis","A3315"
"aratus (około 315-około 240 p.n.e.).","aratus, solensis","A3315"
"demetrius pepagomenus","demetrius pepagomenus, active 1260","A3316"
"demetrius pepagomenus ca. 13. jh.","demetrius pepagomenus, active 1260","A3316"
"demetrius pepagomenus, active 1260","demetrius pepagomenus, active 1260","A3316"
"demetrius pepagomenus, sec. xiii","demetrius pepagomenus, active 1260","A3316"
"dīmītrios pepagomenos.","demetrius pepagomenus, active 1260","A3316"
"pepagomeno, demetrio","demetrius pepagomenus, active 1260","A3316"
"pepagomenus, demetrius","demetrius pepagomenus, active 1260","A3316"
"pepagomenus, demetrius sec. xiii","demetrius pepagomenus, active 1260","A3316"
"jules vessereau latiniste français","vessereau, jules, 1863-","A3317"
"vessereau, jules","vessereau, jules, 1863-","A3317"
"vessereau, jules, 1863-","vessereau, jules, 1863-","A3317"
"vessereau, jules, 1863-....","vessereau, jules, 1863-","A3317"
"vessereau, jules, 1863-1928","vessereau, jules, 1863-","A3317"
"vessereau, jules, n. 1863","vessereau, jules, 1863-","A3317"
"vessereau, jules, né 1863","vessereau, jules, 1863-","A3317"
"diego de la torre","torre, diego de la","A3318"
"torre, diego de la, fl. 1599-1600","torre, diego de la","A3318"
"djego de la torre","torre, diego de la","A3318"
"diego de lf torre","torre, diego de la","A3318"
"diego de lr torre","torre, diego de la","A3318"
"diego de la txrre","torre, diego de la","A3318"
"antoni muczkowski (1807-1852) filolog, archiwista","muczkowski, antoni, 1807-1852","A3319"
"muczkowski, antoni","muczkowski, antoni, 1807-1852","A3319"
"muczkowski, antoni 1807-1852","muczkowski, antoni, 1807-1852","A3319"
"muczkowski, antoni, 1807-1852","muczkowski, antoni, 1807-1852","A3319"
"fridericus haasius","haase, friedrich, 1808-1867","A3320"
"friedrich haase","haase, friedrich, 1808-1867","A3320"
"haase, friedrich","haase, friedrich, 1808-1867","A3320"
"haase, friedrich, 1808-1867","haase, friedrich, 1808-1867","A3320"
"haase, friedrich, latiniste","haase, friedrich, 1808-1867","A3320"
"haasius, fridericus (friedrich gottlob heinrich christian), 1808-1867","haase, friedrich, 1808-1867","A3320"
"haasius, fridericus 1808-1867","haase, friedrich, 1808-1867","A3320"
"jacob, é. (émile)","jacob, émile, 1867-1953","A3321"
"jacob, émile 1867-1953","jacob, émile, 1867-1953","A3321"
"jacob, émile, 18..-....","jacob, émile, 1867-1953","A3321"
"jacob, émile, 1867-1953","jacob, émile, 1867-1953","A3321"
"jacob, émile.","jacob, émile, 1867-1953","A3321"
"didot, françois -ca. 1758","didot, françois, 1689-1757","A3322"
"didot, françois (1688?-1757).","didot, françois, 1689-1757","A3322"
"didot, françois (french publisher and printer, 1689-1759)","didot, françois, 1689-1757","A3322"
"didot, françois (ok. 1688-1757)","didot, françois, 1689-1757","A3322"
"didot, françois, asi 1688-1757","didot, françois, 1689-1757","A3322"
"didot, françois, fl. 1713-1757","didot, françois, 1689-1757","A3322"
"françois didot","didot, françois, 1689-1757","A3322"
"allen, h.m","allen, helen mary, 1878-1960","A3323"
"allen, h.m. (helen mary), 1878-1960","allen, helen mary, 1878-1960","A3323"
"allen, h.m. 1878-1960","allen, helen mary, 1878-1960","A3323"
"allen, helen mary","allen, helen mary, 1878-1960","A3323"
"allen, helen mary (1878-1960).","allen, helen mary, 1878-1960","A3323"
"allen, helen mary, 1878-1960","allen, helen mary, 1878-1960","A3323"
"helen mary allen","allen, helen mary, 1878-1960","A3323"
"czin©łr, m©đr p©łl, o.s.b., 1787-1875","czinár, mór pál, 1787-1875","A3324"
"czinár mór pál (1787–1875) bölcsészdoktor, bencés szerzetes, a magyar tudományos akadémia levelező tagja","czinár, mór pál, 1787-1875","A3324"
"czinár, mór","czinár, mór pál, 1787-1875","A3324"
"czinár, mór 1787-1875","czinár, mór pál, 1787-1875","A3324"
"czinár, mór pál 1787-1875","czinár, mór pál, 1787-1875","A3324"
"czinár, mór pál, 1787-1875","czinár, mór pál, 1787-1875","A3324"
"andré de ridder archéologue et historien de l'art français","ridder, andré de, 1868-1921","A3325"
"ridder, a. de","ridder, andré de, 1868-1921","A3325"
"ridder, a. de (andré de), 1868-1921","ridder, andré de, 1868-1921","A3325"
"ridder, a. de (andré henri pierre), 1868-1921","ridder, andré de, 1868-1921","A3325"
"ridder, a. de (andré) 1868-1921","ridder, andré de, 1868-1921","A3325"
"ridder, andré de, 1868-1921","ridder, andré de, 1868-1921","A3325"
"ridder, andré de, 1868-1921","ridder, andré de, 1868-1921","A3325"
"ridder, andré henri pierre de","ridder, andré de, 1868-1921","A3325"
"ridder, andré, 1868-1921","ridder, andré de, 1868-1921","A3325"
"laurent rondet","rondet, laurent, 1617?-1692","A3326"
"rondet, laurent","rondet, laurent, 1617?-1692","A3326"
"rondet, laurent, ca. 1617-1692","rondet, laurent, 1617?-1692","A3326"
"laurent rrcdet","rondet, laurent, 1617?-1692","A3326"
"laurznt ronfet","rondet, laurent, 1617?-1692","A3326"
"bruto, gian michele","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, gian michele (1517-1592)","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, gian michele apie 1517-1594","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, gian michele, asi 1517-1594","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele (π. 1515-1594)","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele 1517-1592","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele 1517-1594","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele, 1515-1594","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele, c. 1515-c. 1594","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele, ca 1517-ca 1592","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele, ca. 1515-1594.","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, giovanni michele, environ 1515-1594","bruto, giovanni michele, approximately 1515-1594","A3327"
"bruto, juan miguel, 1515-1594","bruto, giovanni michele, approximately 1515-1594","A3327"
"brutus, jan michal, 1516-1594","bruto, giovanni michele, approximately 1515-1594","A3327"
"brutus, janos mihaly","bruto, giovanni michele, approximately 1515-1594","A3327"
"brutus, jános mihály 1517-1592","bruto, giovanni michele, approximately 1515-1594","A3327"
"giovanni michele bruto scrittore, storiografo e religioso italiano","bruto, giovanni michele, approximately 1515-1594","A3327"
"koch, julius","koch, julius, 1866-","A3328"
"koch, julius, 1866-","koch, julius, 1866-","A3328"
"koca, jullus","koch, julius, 1866-","A3328"
"kocx, julius","koch, julius, 1866-","A3328"
"koch, juxius","koch, julius, 1866-","A3328"
"koch, julzus","koch, julius, 1866-","A3328"
"procle, 412-485","proclus, approximately 410-485","A3329"
"proclo","proclus, approximately 410-485","A3329"
"proclo 410-c. 485","proclus, approximately 410-485","A3329"
"proclo, ca.410-485","proclus, approximately 410-485","A3329"
"proclus","proclus, approximately 410-485","A3329"
"proclus (około 410-485).","proclus, approximately 410-485","A3329"
"proclus atheniensis, 410-c. 485","proclus, approximately 410-485","A3329"
"proclus diadochus 412-485","proclus, approximately 410-485","A3329"
"proclus diadochus ок.410-485","proclus, approximately 410-485","A3329"
"proclus, 0412-0485","proclus, approximately 410-485","A3329"
"proclus, 412-485","proclus, approximately 410-485","A3329"
"proclus, approximately 410-485","proclus, approximately 410-485","A3329"
"proclus, ca.","proclus, approximately 410-485","A3329"
"proclus, diadochus","proclus, approximately 410-485","A3329"
"proclus, diadochus, 410?-485","proclus, approximately 410-485","A3329"
"proclus, diadochus, ca. 411-ca. 485","proclus, approximately 410-485","A3329"
"proclus, environ 410-485","proclus, approximately 410-485","A3329"
"proklos, 412-485.","proclus, approximately 410-485","A3329"
"proklos, asi 410-485","proclus, approximately 410-485","A3329"
"prokls, ap 410-485","proclus, approximately 410-485","A3329"
"carusi, enrico","carusi, enrico, 1878-1945","A3330"
"carusi, enrico 1878-19..","carusi, enrico, 1878-1945","A3330"
"carusi, enrico, n. 1878","carusi, enrico, 1878-1945","A3330"
"carusi, enrico, sac., 1878-1945","carusi, enrico, 1878-1945","A3330"
"carusi, henricus","carusi, enrico, 1878-1945","A3330"
"enrico carusi sacerdote, bibliotecario e storico italiano (1878-1945)","carusi, enrico, 1878-1945","A3330"
"marco vattasso sacerdote e bibliotecario italiano (1869-1925)","vattasso, marco, 1869-1925","A3331"
"vattasso, marco","vattasso, marco, 1869-1925","A3331"
"vattasso, marco (marcus), 1869-1925","vattasso, marco, 1869-1925","A3331"
"vattasso, marco 1869-1925 sac","vattasso, marco, 1869-1925","A3331"
"vattasso, marco, 1869-1925","vattasso, marco, 1869-1925","A3331"
"vattasso, marco, sac., 1869-1925","vattasso, marco, 1869-1925","A3331"
"franco, alvaro","franco, alvaro","A3332"
"franco, álvaro","franco, alvaro","A3332"
"franco, alvaro, 1594-1599","franco, alvaro","A3332"
"franco, alvaro, 1899-","franco, alvaro","A3332"
"egidio forcellini presbitero, latinista e filologo italiano (1688-1768)","forcellini, egidio, 1688-1768","A3333"
"forcellini, egidio","forcellini, egidio, 1688-1768","A3333"
"forcellini, egidio, 1688-1768","forcellini, egidio, 1688-1768","A3333"
"forcellini, egidio, sac., 1688-1768","forcellini, egidio, 1688-1768","A3333"
"forcellini, egidius, 1688-1768","forcellini, egidio, 1688-1768","A3333"
"gustav wenzel ungarischer jurist und rechtshistoriker","wenzel, gusztáv, 1812-1891","A3334"
"wenzel 1812-1891 gusztáv","wenzel, gusztáv, 1812-1891","A3334"
"wenzel, guszt©łv, 1812-1891","wenzel, gusztáv, 1812-1891","A3334"
"wenzel, gusztáv","wenzel, gusztáv, 1812-1891","A3334"
"anneliese maier deutsche philosophin und wissenschaftshistorikerin","maier, anneliese, 1905-1971","A3335"
"maier, anneliese","maier, anneliese, 1905-1971","A3335"
"maier, anneliese, 1905-","maier, anneliese, 1905-1971","A3335"
"anneliese maier deutsche philosophin und wissenschahtshistorikerin","maier, anneliese, 1905-1971","A3335"
"anneliese maier deudsche philosophin und wissenschaftshistorikerin","maier, anneliese, 1905-1971","A3335"
"labottière, claude 1653?-1713","labottiere, claude, 1653?-1713","A3336"
"labottière, claude 1653?-1713 imprimeur-libraire","labottiere, claude, 1653?-1713","A3336"
"labottiere, claude, 1653?-1713","labottiere, claude, 1653?-1713","A3336"
"labottière, claude, ca. 1653-1713","labottiere, claude, 1653?-1713","A3336"
"lacinio, giano, 15..-15..","lacinio, giano","A3337"
"lacinius, ianus","lacinio, giano","A3337"
"lacinius, ianus, o.f.m., sec. xvi","lacinio, giano","A3337"
"lacinius, janus therapus","lacinio, giano","A3337"
"henri de la ville de mirmont professeur de rhétorique, de langue et de littérature latines, et traducteur français","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"la ville de mirmont, h. de (henri de), 1858-1924","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"la ville de mirmont, h. de (henri)","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"la ville de mirmont, h. de (pierre-maurice-henri), 1858-","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"la ville de mirmont, h. de 1858-1924 henri de","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"la ville de mirmont, henri (1858-1924)","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"la ville de mirmont, henri de","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"la ville de mirmont, henri de 1858-1924","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"la ville de mirmont, henri de, 1858-1923","la ville de mirmont, h. de (henri), 1858-1924","A3338"
"josip mantuani ♂","mantuani, josef, 1860-1933","A3339"
"roj.: 28. marec 1860, ljubljana, slovenija","mantuani, josef, 1860-1933","A3339"
"um.: 18. marec 1933, ljubljana, slovenija","mantuani, josef, 1860-1933","A3339"
"umetnostni zgodovinar","mantuani, josef, 1860-1933","A3339"
"glasbeni zgodovinar","mantuani, josef, 1860-1933","A3339"
"arheolog","mantuani, josef, 1860-1933","A3339"
"mantuani, josef","mantuani, josef, 1860-1933","A3339"
"mantuani, josip","mantuani, josef, 1860-1933","A3339"
"mantuani, josip, 1860-1933","mantuani, josef, 1860-1933","A3339"
