"stripped_author","distil_author_only","partial_token_set","token_set","token_sort","std","std_range"
"polentone sicco 14th15th cent","polentone sicco","100.0","100.0","68.18181818181819","18.370235837851727",""
"possevino antonio 1533 or 41611","possidius saint","50.0","26.086956521739125","26.086956521739136","13.806202089317138",""
"hoffmann karl fl 18291834","hoffmann christian gottfried 16921735","100.0","51.61290322580645","48.38709677419355","28.91253690268549",""
"appendini francesco maria 17691837","palingenio stellato marcello approximately 1500approximately 1543","44.11764705882353","34.34343434343434","34.34343434343434","5.643144342346612","5"
"voigtius richard from old catalog","vopiscus flavius","50.0","36.734693877551024","36.73469387755102","7.658728060678709",""
"cunich raimondo 17191794","cunich raimondo 17191794","100.0","100.0","100.0","0.0","0"
"oehmichen gustave 1846 from old catalog","oehler franz 18171866","38.888888888888886","40.0","40.0","0.6415002990995861","0"
"peerlkamp petrus hofman 17861865 from old catalog","peerlkamp petrus hofman 17861865","100.0","100.0","79.01234567901234","12.117227871881036",""
"tarenghi paolo from old catalog","tarillon francois 16661735","40.0","35.08771929824562","35.08771929824561","2.836106585492899","2"
"lashchevskii barlaam d 1774 from old catalog","lascaris janus 14451535","42.10526315789473","29.85074626865672","29.850746268656714","7.075148624790383",""
"bolle l","boll franz 18671924","71.42857142857143","38.46153846153846","38.46153846153846","19.033525357899755",""
"ilberg hugo from old catalog","ilberg friedrich theodor hugo 18281883","100.0","56.41025641025641","54.54545454545454","25.7217772023821",""
"frankel max 18461903 from old catalog","froehner wilhelm 18341925","44.89795918367348","41.935483870967744","41.93548387096774","1.7103859192582787","1"
"wodrig albert from old catalog","wohlrab martin 18341913","31.25","26.41509433962264","26.415094339622648","2.7914340845253114","2"
"leeuwen joannes van 19th cent","leeuwen j van jr jan van 18501924","100.0","65.51724137931035","61.29032258064516","21.23427500737807",""
"valerius maximus from old catalog","valerius maximus","100.0","100.0","65.3061224489796","20.030519543313545",""
"meineke august 17901870 from old catalog","meineke august 17901870","100.0","100.0","73.01587301587303","15.579292978132754",""
"nicholas of cusa cardinal 14011464","nicholas of cusa cardinal 14011464","100.0","100.0","100.0","0.0","0"
"servetus michael 15111553","servetus michael 15111553","100.0","100.0","100.0","0.0","0"
"borelli giovanni alfonso 16081679","borino giovanni battista","100.0","56.14035087719298","56.14035087719298","25.322380227615167",""
"gentile da foligno 1384","gentili scipione 15631616","47.36842105263158","41.666666666666664","41.666666666666664","3.2919094295899747","3"
"hume david 17111776","hume david 15601630","100.0","73.6842105263158","73.6842105263158","15.193428136569096",""
"wesenbeck matthaeus 15311586","wesenberg albert sadolin 18041876","53.57142857142857","52.459016393442624","52.459016393442624","0.6422514704100033","0"
"schubart georg 16501701","schubart wilhelm 18731960","100.0","58.333333333333336","50.0","26.787918780535986",""
"castro alfonso de 1494 or 14951558","petrus alfonsi 10621110","52.17391304347826","45.6140350877193","45.614035087719294","3.7873473036085277","3"
"hahn heinrich 16051668","hahn wiktor 18711959","100.0","47.61904761904762","47.61904761904761","30.242156957551828",""
"robles salzedo blas","salutati coluccio 13311406","37.83783783783784","31.111111111111114","31.11111111111111","3.8836774864407255","3"
"voet paul 16191667","vopiscus flavius","41.666666666666664","29.411764705882348","29.411764705882348","7.075370945951297",""
"rinaldi giovanni domenico 16281713","cavalchini rinaldo","70.96774193548387","46.15384615384615","46.15384615384615","14.326309409171856",""
"schmier franz 16801728","schmidt wilhelm 18621905","50.0","43.47826086956522","43.47826086956522","3.765327842541037","3"
"moravia margravate zemsky soud","jerome of moravia active 12721304","100.0","44.44444444444444","41.269841269841265","33.029606423309225",""
"ferretti giulio 14801547","ferretus vicentinus 12951337","55.00000000000001","50.0","50.0","2.886751345948133","2"
"genua nicolaus d 1615","gennadius of marseilles","46.666666666666664","36.36363636363637","36.36363636363637","5.948457318923414","5"
"cottereau claude 14991550","cowley abraham 16181667","36.36363636363637","33.33333333333333","33.333333333333336","1.7495462702715958","1"
"ubaldi baldo degli 13271400","ubaldi baldo degli 13271400","100.0","100.0","100.0","0.0","0"
"schneidewein johannes 15191568","schneidewin friedrich wilhelm 18101856","63.33333333333333","55.88235294117647","55.88235294117647","4.301825535138385","4"
"wageningen jacob van","wagener auguste 18291896","50.0","40.90909090909091","40.90909090909091","5.248638810814781","5"
"bonaventure saint cardinal approximately 12171274","bonaventure saint cardinal approximately 12171274","100.0","100.0","100.0","0.0","0"
"basinio da parma 14251457","basinio da parma 14251457","100.0","100.0","100.0","0.0","0"
"faber gregorius fl 1552","faber ulrich rhaetus","100.0","46.51162790697674","46.51162790697675","30.881526026421845",""
"heyden sebald 1561","heytesbury william active 1340","44.44444444444444","37.5","37.5","4.0093768693724","4"
"laciantius lucius caecilius firmianus","lactantius","90.0","38.297872340425535","38.297872340425535","29.850237321931715",""
"ennodius magnus felix saint 474521","ennodius magnus felix saint","100.0","100.0","88.52459016393442","6.625330957913742",""
"agricola rodolphus 14431485","agricola rodolphus 14431485","100.0","100.0","100.0","0.0","0"
"enk p j 18851963","enk petrus joannes 1885","100.0","61.53846153846154","61.53846153846154","22.205779584216373",""
"loercher adolphus 1878","lohmeyer carl friedrich wilhelm 1868","53.65853658536586","48.275862068965516","48.275862068965516","3.1076885810038766","3"
"ibn shakir muhammad ibn musa 873","avicenna 9801037","43.47826086956522","27.272727272727266","29.166666666666664","8.860286434559162",""
"riese alexander 18401922","riese alexander 18401922","100.0","100.0","100.0","0.0","0"
"kuhn karl gottlob 17541840","kubler bernhard 18591940","50.0","48.0","48.0","1.1547005383792517","1"
"nogarola isotta 14181466","nogarola isotta 14181466","100.0","100.0","100.0","0.0","0"
"casaubon i","casaubon isaac 15591614","100.0","88.88888888888889","60.60606060606061","20.311153039536258",""
"castellion sebastien 15151563","castellesi adriano approximately 1461","55.00000000000001","39.39393939393939","39.39393939393939","9.010163291898712",""
"virgilius maro grammaticus active 7th century","virgilius maro grammaticus active 7th century","100.0","100.0","100.0","0.0","0"
"le mire aubert 15731640","la ville de mirmont h de henri 18581924","47.82608695652174","47.45762711864407","45.16129032258065","1.4439567418120858","1"
"petit pierre 16171687","clein johann 1530","31.25","26.315789473684205","26.315789473684216","2.8487677756067065","2"
"priscianus theodorus","priscianus theodorus","100.0","100.0","100.0","0.0","0"
"rabe hugo","rabe hugo 18671932","100.0","100.0","66.66666666666667","19.245008972987524",""
"pontanus johannes isacius 15711639","pontanus johannes isacius 15711639","100.0","100.0","100.0","0.0","0"
"sanchez de las brozas francisco 15231601","sanchez de las brozas francisco 15231601","100.0","100.0","100.0","0.0","0"
"cano melchor 15091560","cano melchor 15091560","100.0","100.0","100.0","0.0","0"
"bartholin thomas 16161680","bartholin thomas 16161680","100.0","100.0","100.0","0.0","0"
"gassendi pierre 15921655","gassendi pierre 15921655","100.0","100.0","100.0","0.0","0"
"fraehn c m 17821851","franz johannes 18041851","70.58823529411764","57.142857142857146","57.14285714285714","7.76269269498656",""
"novatianus","novatianus","100.0","100.0","100.0","0.0","0"
"thomas a kempis 13801471","thomas a kempis 13801471","100.0","100.0","100.0","0.0","0"
"lemoine jean 1313","aimoin de fleury approximately 960approximately 1010","37.5","28.985507246376812","28.985507246376805","4.915844683317467","4"
"gataker thomas 15741654","gataker thomas 15741654","100.0","100.0","100.0","0.0","0"
"bembo pietro 14701547","bembo pietro 14701547","100.0","100.0","100.0","0.0","0"
"dicuil active 825","dicuil","100.0","100.0","52.17391304347826","27.612404178634275",""
"navagero andrea 14831529","navagero andrea","100.0","100.0","76.92307692307692","13.323467750529828",""
"cassius felix","cassius felix","100.0","100.0","100.0","0.0","0"
"schleich gustav","schlee friedrich 18541913","54.54545454545454","30.0","30.000000000000004","14.171324789199902",""
"richter karl","richter gustav 18381904","100.0","73.6842105263158","51.42857142857142","24.313980617269372",""
"bidermann jakob 1577 or 15781639","bidermann jakob 1577 or 15781639","100.0","100.0","100.0","0.0","0"
"graefenhain rudolf 1867","graevius joannes georgius 16321703","41.860465116279066","38.59649122807018","38.59649122807017","1.8844562029853127","1"
"paris matthew 12001259","paris matthew 12001259","100.0","100.0","100.0","0.0","0"
"gildas 516570","gildas 516570","100.0","100.0","100.0","0.0","0"
"baptista mantuanus 14471516","baptista mantuanus 14481516","100.0","96.29629629629629","96.2962962962963","2.1383343303319466","2"
"fracastoro girolamo 14781553","fracastoro girolamo 14781553","100.0","100.0","100.0","0.0","0"
"rechenberg adam 16421721","schenkl karl 18271900","53.65853658536586","48.888888888888886","48.88888888888889","2.7537573815006566","2"
"nordstedt carl fredrik otto 1838","nordmeyer gustav 1868","50.0","41.509433962264154","41.509433962264154","4.902030587459085","4"
"foglietta uberto 15181581","foglietta uberto 15181581","100.0","100.0","100.0","0.0","0"
"schottus andreas 15521629","schottus andreas 15521629","100.0","100.0","100.0","0.0","0"
"polignac melchior de 16611742","polignac melchior de 16611742","100.0","100.0","100.0","0.0","0"
"schone hermann 18701941","schone richard 18401922","100.0","65.21739130434783","65.21739130434783","20.081748493552197",""
"hoffmann karl august julius 18121869","hoffmann christian gottfried 16921735","100.0","49.31506849315068","43.83561643835616","30.966176864266618",""
"symmachus quintus aurelius approximately 340402","symmachus quintus aurelius approximately 340402","100.0","100.0","100.0","0.0","0"
"catullus gaius valerius carmen 63","catullus gaius valerius","100.0","100.0","82.14285714285714","10.309826235529034",""
"dupuy jacques 15911656","dupuy jacques 15911656","100.0","100.0","100.0","0.0","0"
"dunbar george 17741851","duns scotus john approximately 12661308","38.888888888888886","29.508196721311478","29.508196721311474","5.415945148135831","5"
"osorio jeronimo 15061580","hosius of cordoba","48.275862068965516","34.14634146341463","34.14634146341463","8.157682525135169",""
"campano giannantonio bishop 14291477","campano giannantonio bishop 14291477","100.0","100.0","100.0","0.0","0"
"sarrau claude approximately 16001651","john sarazin active 12th century","43.13725490196079","38.23529411764706","38.23529411764706","2.8301483783805206","2"
"corssen peter 1856","corvinus laurentius","41.17647058823529","37.83783783783784","37.83783783783784","1.927560517167269","1"
"jonstonus joannes 16031675","johnstoun arthur 15871641","53.06122448979591","50.98039215686274","50.98039215686274","1.2013691075574426","1"
"waldung wolfgang 15541621","waldram of st gall","36.36363636363637","27.906976744186053","27.906976744186053","4.882454707734677","4"
"pontedera giulio 16881757","du pontet renatus 1868","51.28205128205128","55.319148936170215","55.319148936170215","2.3308194173503756","2"
"plukenet leonard 16421706","pliny the younger","40.0","28.57142857142857","28.57142857142857","6.5982887907385805",""
"hesse jonas frederik","hesselius franciscus 16801746","50.0","40.816326530612244","40.816326530612244","5.302196349700646","5"
"freinsheim johann 16081660","freinsheim johann 16081660","100.0","100.0","100.0","0.0","0"
"planck joannes baptista 16961765","planck heinrich 17851831","100.0","46.42857142857143","46.42857142857143","30.92947870658709",""
"haer floris van der 15471634","haraeus franciscus 15551631 or 1632","53.57142857142857","50.79365079365079","50.79365079365079","1.6037507477489608","1"
"saumaise claude 15881653","saumaise claude 15881653","100.0","100.0","100.0","0.0","0"
"bonetmaury gaston 18421919","bonnell eduard 18021877","53.65853658536586","44.89795918367347","44.89795918367348","5.05792172112365","5"
"rieu charles 18201902","du ryer pierre 1658","38.888888888888886","40.0","40.0","0.6415002990995861","0"
"berigard claude guillermet seigneur de 15911663","bersuire pierre approximately 12901362","42.666666666666664","44.705882352941174","44.705882352941174","1.1773417254062957","1"
"voigt paul friedrich wilhelm 1857","vopiscus flavius","37.5","28.57142857142857","28.57142857142857","5.154913117764517","5"
"schneider bernhard 1847","schneider engelbert 18571892","100.0","66.66666666666666","66.66666666666667","19.245008972987527",""
"fulcoius belvacensis approximately 1020approximately 1083","fulcoius belvacensis","100.0","100.0","51.94805194805194","27.742805142878126",""
"abbo monk of st germain approximately 850approximately 923","abbo monk of st germain approximately 850approximately 923","100.0","100.0","100.0","0.0","0"
